id,year,prev_sents,sentence,next_sents,Label,category
88253,1966,"Die Fortführung des Auftragsfinanzierungsprogramms zugunsten der Werftindustrie soll dazu beitragen, die Wettbewerbsnachteile, die den deutschen Werften durch die Subventionierung der ausländischen Werften entstehen, auszugleichen und die Konditionen für Lieferungen von Schiffsbauten den Erfordernissen des internationalen Marktes anzupassen.
 Für die Finanzierung von Investitionen zur Reinhaltung der Gewässer und der Luft werden einschließlich einer Bindungsermächtigung von 7 Millionen DM 77 Millionen DM zur Verfügung stehen.
 Im Vordergrund der Finanzierungshilfe für die Berliner Wirtschaft steht wie bisher die Investitionsfinanzierung und die Finanzierung von Aufträgen westdeutscher Unternehmen an die Berliner Wirtschaft.
 Insgesamt sind für diese beiden Maßnahmen rund 319 Millionen DM vorgesehen.
","Die Förderung der Zuwanderung von Arbeitskräften nach Berlin ist für die Entwicklung der Berliner Wirtschaft von großer Bedeutung.
","Dazu gehört auch der Bau von Wohnungen für diese Arbeitskräfte und ihre Familien.
 Das ERP-Sondervermögen unterstützt diese Bemühungen seit einigen Jahren durch Bereitstellung zinsbegünstigter Kredite.
 Im Rechnungsjahr 1965 wurde ein neues Programm für die Schaffung von Wohnungen für mittlere und gehobene Führungskräfte der gewerblichen Wirtschaft eingeleitet, für dessen Anfinanzierung 4,5 Millionen DM bereitgestellt wurden.
 Der ERP-Wirtschaftsplan 1966 enthält einen weiteren Ansatz von 11,5 Millionen DM.
",0,migrant
88141,1969,"Wir wollen damit die Erreichung des großen Zieles, Arbeitslosigkeit und unterwertige Beschäftigung zu verhindern, ermöglichen.
 Ich will mich darauf beschränken, einige der Fortschritte zu erwähnen, ohne Anspruch auf Vollständigkeit zu erheben.
 Es ging in der Regel nicht um „schwarze"" oder „rote"" Entscheidungen, sondern um die sachlich bestmögliche Lösung der uns mit dem Gesetz gestellten Aufgaben, nämlich einen hohen Beschäftigungsstand zu erreichen und aufrechtzuerhalten, die Beschäftigungsstruktur ständig zu verbessern und damit das Wachstum der Wirtschaft zu fördern.
 Die in dem SPD-Entwurf eines Arbeitsmarktanpassungsgesetzes vom 30. August 1966 enthaltenen Vorschläge und die von den SPD- Ausschußmitgliedern während der Ausschußberatung gestellten Anträge sind erfreulicherweise zum größten Teil in dem vorliegenden Entwurf berücksichtigt.
","In den Katalog von Maßnahmen, die zu treffen sind, wurde aufgenommen, daß Frauen, deren Unterbringung unter den üblichen Bedingungen des Arbeitsmarktes erschwert ist, weil sie verheiratet oder aus anderen Gründen durch häusliche Pflichten gebunden sind oder waren, beruflich eingegliedert werden.
","Ferner wurden aufgenommen: Förderung der beruflichen Eingliederung körperlich, geistig oder seelisch Behinderter,   unverzügliche schriftliche Meldung der Betriebe mit 'Stellungnahme des Betriebsrats an den Präsidenten des Landesarbeitsamtes, falls innerhalb der nächsten 12 Monate Arbeitnehmer in einer im Gesetz näher 'bezeichneten Zahl entlassen oder unterwertig beschäftigt werden,   Einführung einer Arbeitsberatung bei den Arbeitsämtern — nicht nur Anfänger oder Arbeitslose, sondern auch Berufstätige werden in Zukunft dort über bessere Arbeitsmöglichkeiten, über Umschulung und Fortbildung gründlich beraten —,   Wegfall der unmodernen Vorschrift, daß Arbeitsvermittlung und Arbeitsberatung von Frauen nur durch Frauen zu geschehen hat,   Wegfall der seemännischen Heuerstellen, die nicht mehr in unsere Zeit passen,   Wegfall der Berücksichtigung freiwilliger Leistungen öffentlich-rechtlicher Stellen bei den in diesem Gesetz vorgesehenen Leistungen, um damit die Bereitschaft zur beruflichen Bildung zu stärken,   Verpflichtung der Bundesanstalt zur vorläufigen Übernahme der Leistungen auch dann, wenn andere Träger dazu verpflichtet sind, damit die Antragsteller nicht von Pontius zu Pilatus geschickt werden müssen und dadurch benachteiligt werden,   Deutscher Bundestag — 5.
 Wahlperiode — 234.
 Sitzung.
 Bonn, Dienstag, den 13. Mai 1969	12933   Folger   Kurzarbeitergeld auch in Betrieben der Land- und Forstwirtschaft und der Heimarbeit — ein ganz ungerechter Zustand wird ,damit aus der Welt geschafft —, .besondere Maßnahmen zur Arbeitsbeschaffung für ältere Arbeitnehmer,   Verweigerung des Urlaubsgeldes nicht mehr, wenn er eine nicht zumutbare Arbeit ablehnt,   Verlängerung der Rahmenfrist, innerhalb der die Anwartschaftszeit erfüllt sein muß, von zwei auf drei Jahre,   Arbeitslosengeld auch bei Gewährung eines Urlaubsentgelts, einer Urlaubsabgeltung, bei Abfindungen gemäß dem Kündigungsschutzgesetz, sowie Leistungen aus betrieblichen Sozialplänen und tariflichen Rationalisierungsabkommen,   Sperrzeit nur, wenn der Arbeitslose keinen wichtigen Grund hatte, Einschränkungen der Sperrzeit auf vier Wochen, bei unbilliger Härte auf zwei Wochen,   Beseitigung der regelmäßigen Meldepflicht, d. h. des Stempelns, und damit Wegfall der Diskriminierung der Arbeitslosen und der Arbeitsämter,   Erhöhung der Freibeträge bei der Anrechnung von Einkommen der Angehörigen auf die Arbeitslosenhilfe,   Möglichkeit der bargeldlosen Auszahlung der Leistungen mit Pfändungsschutz,   volle Beitragszahlung an die Rentenversicherung auch bei Kurzarbeitern unter Ersatz von 75 % der Differenz an die Arbeitgeber,   Beseitigung der zeitweiligen Beitragsfreiheit für Lehrlinge und damit Möglichkeit des Bezugs von Arbeitslosengeld bis zu einem Jahr,   Wahrnehmung der Aufgaben der Bundesanstalt auch durch Angestellte, nicht nur durch Beamte, wie es angebahnt werden sollte,   Möglichkeit der Gewährung des Familienzuschlags an den Vater für ein uneheliches Kind,   vorläufige Förderung der Ausbildung auch für soziale Berufe,   produktive Winterbauförderung.
",0,woman
87906,1968,"Wir trauen auf deren Bereitschaft zum freiwilligen Dienst; aber wir brauchen alle gesetzlichen Grundlagen, um ihnen diejenige Entlastung zu geben, die sie im Augenblick einer Überbelastung an diesem oder jenem Ort brauchen.
 Der dritte Grund ist der, daß nach Art.
 12 a Abs. 6 die berufstätigen Frauen festgehalten werden können.
 Davon hat Herr Hirsch schon sehr überzeugend gesprochen, und ich schließe mich dem an.
","Ist es nicht gerecht, wenn wir dann in dem Augenblick, in dem irgendwo die freiwilligen Kräfte nicht ausreichen oder entlastet werden müssen, auch diejenigen Frauen heranziehen, die es bisher nicht nötig hatten, berufstätig zu sein, oder es aus irgendeinem Grunde nicht sind.
","Das sind ja im großen und ganzen die begüterten, die vom Finanziellen her privilegierten Frauen.
 Warum sollen die nun nicht gezwungen werden, wenn sie sich nicht freiwillig melden, in Lazaretten und im Sanitäts- und Heilwesen hilfreich mitzuarbeiten?
 Soweit sie freiwillig kommen, ist es gut; dann brauchen wir diese Bestimmung nicht anzuwenden.
 Wenn aber ein Engpaß entsteht und wir nicht genug freiwillige Hilfskräfte haben, sollte diese Möglichkeit bestehen.
",2,woman
87597,1967,"Wenn Sie es so meinen, halten wir es für richtig, beim alten Text zu bleiben.
 Denn es erregt immer Verdacht, wenn man etwas ändert, was man nach den mündlichen Aussagen eigentlich beibehalten will.
 So werden wir uns dafür einsetzen, Herr Bundesinnenminister — und Sie werden dafür Verständnis haben —, daß gar nicht erst der Verdacht aufkommt, hier sei noch etwas hinter dem Busch.
 Wir meinen Art.
","12 Abs. 3 Satz 1 — nämlich Frauen dürfen in den Verband der Streitkräfte nicht gegen ihren Willen verpflichtet werden; das „gegen ihren Willen"" wollen wir konzedieren — soll bestehen bleiben.
","Dann sind Auslegungszweifel nicht mehr möglich.
 (Beifall bei der FDP.)
 Nun sollen nach den Erklärungen, die uns gegeben worden sind, nur Männer wehrdienstpflichtig werden können.
 Ich habe versucht, zu ergründen, ob der Text in der neuen Fassung, die lautet: „Männer können vom vollendeten 18.
",2,woman
88140,1969,"Ich glaube, das wird ein Modell sein, das wir demnächst auch im Saargebiet fortführen werden.
 Ich bin jedenfalls froh darüber, daß die bayerische Landesregierung das, was wir in Düsseldorf bereits verwirklicht haben, von sich aus aufgenommen hat.
 Wir müssen, glaube ich, bereit sein, noch sehr viel Kraft und Phantasie in dieses Problem hineinzugeben; denn das alles ist noch nicht die endgültige Lösung.
 Darüber muß weiter nachgedacht werden.
","Wenn es uns gelingt, mehr als bisher auch Teilzeitarbeitsplätze für Männer zu bekommen und nicht nur für Frauen, wird dies sicherlich den älteren Arbeitnehmern zugute kommen.
","Dabei glaube ich auch, daß es für die Zukunft von großer Bedeutung sein wird, die Arbeitsplätze im Betrieb an die besonderen Leistungsmöglichkeiten der älteren Arbeitnehmer anzupassen und notfalls selbstverständlich auch umzugestalten.
 Ich darf zusammenfassen:   1.
 Der Arbeitnehmer selbst ist für seine persönliche Fortbildung und Anpassungsbereitschaft mit verantwortlich.
 2.
",2,woman
88101,1969,"Deswegen sind wir der Auffassung, daß wir, da der Schutz der Frauen vor unliebsamen Sexualhandlungen tatsächlich auch sonst ausreichend gegeben ist, auf die wirklich überflüssige Bestim 12790	Deutscher Bundestag — 5.
 Wahlperiode — 230.
 Sitzung.
 Bonn, Mittwoch, den 7. Mai 1969   Frau Dr. Diemer-Nicolaus   mung mit dieser „Sexfalle"", die für die Frau wahrscheinlich gar keine Sexfalle in dem Sinne zu sein braucht, verzichten sollten.
","Der Schutz der Frauen wird dadurch nicht beeinträchtigt.
","(Beifall bei der FDP und der SPD.)
 Vizepräsident Dr. Jaeger: Das Wort hat der Abgeordnete Dr. Müller-Emmert.
 Dr. Müller-Emmert (SPD) : Herr Präsident!
 Meine sehr geehrten Damen und Herren!
",0,woman
87852,1968,"Es ist daher richtig, der freiwilligen Verpflichtung den Vorrang vor dem gesetzlichen Muß zu geben.
 Andererseits wäre es unrealistisch, anzunehmen, daß die Deckung des notwendigen Kräftebedarfs allein auf den Grundsatz der Freiwilligkeit gegründet werden könne.
 (Zustimmung bei der CDU/CSU.)
 Der Entwurf des Arbeitssicherstellungsgesetzes sieht daher sekundär ein Arbeitsplatzwechselverbot vor.
","Auf Grund dieses Verbots dürfen Männer und Frauen ihr Arbeitsverhältnis nur mit Zustimmung des Arbeitsamtes lösen.
","Für den Fall, daß auch das Arbeitsplatzwechselverbot nicht ausreicht, etwa weil an bestimmten Stellen zusätzlich Arbeitskräfte benötigt werden, soll das Gesetz die Möglichkeit vorsehen, daß Wehrpflichtige unter bestimmten Voraussetzungen in ein Arbeitsverhältnis verpflichtet werden.
 Selbst bei diesem eng gezogenen Rahmen schränkt der Entwurf die Zulässigkeit von Eingriffen in das Grundrecht des Art.
 12 des Grundgesetzes noch weiter ein, nämlich auf bestimmte Personenkreise und auf die Deckung des Bedarfs in nur bestimmten lebens- und verteidigungswichtigen Behörden und Betrieben.
 Im einzelnen hängen freilich die Voraussetzungen für die Anwendung des Arbeitssicherstellungsgesetzes noch von der endgültigen Fassung des Art.
",2,woman
88327,1966,"Folglich muß man darauf hinweisen, daß es in den Vereinigten Staaten anders ist.
 Es ist ein ziemlicher Wirrwarr entstanden.
 Ich darf nur auf eines hinweisen: Die Bundesregierung gibt mir zur Antwort, Deutsche mit kurzfristigen Visen könnten einen Freistellungsantrag stellen; dem würde stets stattgegeben.
 In den Merkblättern des Bundesverwaltungsamts steht, einem solchen Antrag werde in der Regel stattgegeben.
","Nun habe ich einen Brief einer Mutter vorliegen, die mir schreibt: Diesem Antrag wird in der Regel stattgegeben; aber nichts ohne die berühmte Ausnahme; mein Sohn hat einen Antrag auf Freistellung vom Wehrdienst gestellt, aber er wurde als Motorenfachmann für Hubschrauber nicht freigestellt.
","Es ist also hier offensichtlich die Frage zu klären — und darum bitte ich die Regierung dringend —: Wann muß der Freistellungsantrag gestellt werden, und wie ist es mit den Konsequenzen eines solchen Antrages?
 Auch darüber sind die differierendsten Meinungen ausgetauscht worden.
 Die Bundesregierung sagt, wenn sich jemand freistellen lassen wolle, habe dies nur das Ergebnis, daß er die Möglichkeit verliere, amerikanischer Staatsbürger zu werden oder ein Dauervisum zu erhalten.
 Die amerikanische Botschaft hat gestern Journalisten erklärt: Er verliert auch die Möglichkeit für ein kurzes oder langfristiges Visum.
",2,woman
87672,1967,"leisten können, ein großes Resevoir an hilfs- und arbeitswilligen deutschen Frauen nicht auszunützen und statt dessen spanische Mädchen — die z.
 B. kürzlich auf dem Venusberg in Streik traten — oder gar Koreanerinnen, die, wie sich nachträglich herausstellte, gar nicht ausgebildet waren, heranholen.
 Wesentlich für die Beurteilung der ganzen Frage ist der Gedanke, daß es sich bei der Arbeit im Krankenhaus oder im Heim nicht um eine Arbeit im üblichen Sinne handelt, sondern infolge des sozial-ethischen Charakters um etwas anderes bzw. etwas mehr.
 Die freiwillige Hilfstätigkeit in Pflegeberufen ist eben keine reine Erwerbstätigkeit, sondern besitzt eine darüber weit hinausgehende Komponente sozialer Hilfe, deren Mobilisierung unter den heutigen Verhältnissen einfach notwendig ist, wenn wir unsere sozialen Einrichtungen erhalten und im Sinne der Sozial- und Frauenenquete noch weiter ausbauen wollen.
","Es wäre also gerade ein Beispiel dafür, idaß wir den Gedanken der Solidarität zweckmäßig und elastisch anwenden, wenn wir in diesem besonderen Falle anerkennen würden, daß die betreffenden Frauen ihren Beitrag zur Solidarität eben nicht finanziell, sondern durch persönlichen Einsatz in der sozialen Hilfstätigkeit leisten.
","Wahrscheinlich kann in unserer modernen Gesellschaft das differenzierte Gefüge von Sozialleistungen mit zum Teil starkem Wechsel in der Beanspruchung nur aufrechterhalten und noch erweitert werden, wenn man in wachsendem Umfange die Reserven freiwilliger Hilfskräfte mobilisiert, wie das z.
 B. in England und den USA schon in einer nach meiner Empfindung 'beispielhaften Weise geschieht.
 Wir haben im Entwurf des Gesetzes von vornherein eine 'auf drei Jahre beschränkte Geltungsdauer vorgesehen, um die Möglichkeit offenzuhalten, aus den Erfahrungen schnell die notwendigen Konsequenzen zu ziehen.
 Ich beschränke mich auf diese allgemeinen Ausführungen und überlasse die Behandlung aller weiteren Einzelheiten den Ausschußberatungen.
",2,woman
87596,1967,"Wir haben nur eine Frage.
 Statt einer Dienstverpflichtung der Frauen auch im Verband der Streitkräfte bleibt das von Ihnen konzipierte Zurückbehaltungsrecht bestehen, wenn ich es einmal so nennen darf, d. h. das Verbot des Arbeitsplatzwechsels.
 Das heißt, eine Frau, die bereits in der Bundeswehr an.
 irgendeinem Platz beschäftigt ist, muß im Ernstfall damit rechnen, daß sie den Arbeitsplatz nicht verlassen darf.
","Das entspricht im Inhalt, wie es im Augenblick klingt, genau dem, was auch in den interfraktionellen Besprechungen in der letzten Legislaturperiode anklang, nämlich: Frauen dürfen gegen ihren Willen nicht zum Dienst in der Bundeswehr verpflichtet werden.
","Nur eines, Herr Minister, hätten wir gern gewußt: Bedeutet dieses Zurückbehaltungsrecht, daß die Frau in der Sparte, in der sie tätig ist, d. h. an ihrem Arbeitsplatz zurückbehalten werden darf, oder bedeutet Idas nur eine Verpflichtung zum Dienstherrn, ich meine ein Rückbehaltungsrecht, der Bundeswehr als solcher unabhängig von dem jeweiligen Arbeitsplatz?
 Hier hätten wir gern etwas Genaueres gehört.
 Denn den letzteren Fall hatten wir nicht gemeint, als wir im letzten Bundestag einer Einigung nahe waren mit der Verpflichtung nur der Freiwilligen.
 Wir meinten ein Festhalten an dem Arbeitsplatz und in dem Arbeitsgebiet, zu dem sich die Freiwillige zu verpflichten bereit war.
",2,woman
88378,1967,"Bericht der Bundesregierung über die Situation der Frauen in Beruf, Familie und Gesellschaft   — Drucksache V/909 —   Das Wort zur Eröffnung der Debatte hat der Herr Staatssekretär des Bundesministeriums für Arbeit und Sozialordnung, Herr Kattenstroth.
 Kattenstroth, Staatssekretär des Bundesministeriums für Arbeit und Sozialordnung: Herr Präsident!
 Meine Damen und Herren!
 Wie Sie vielleicht schon gehört haben, ist Herr Bundesminister Katzer plötzlich an Grippe erkrankt.
","Er kann Ihnen deshalb nicht, wie er es vorgehabt hatte, heute selbst einführende Worte zum Bericht der Bundesregierung über die Situation der Frauen in Beruf, Familie und Gesellschaft vortragen.
","Er hatte sich sehr auf die Debatte gefreut.
 Er hat mich gebeten, hier an seiner Stelle einige einleitende Ausführungen zu machen.
 Vor zwei Jahren hat der Deutsche Bundestag die Bundesregierung ersucht, über die Situation der Frauen in Beruf, Familie und Gesellschaft umfassend zu berichten.
 Dabei sollten im wesentlichen das vorhandene Material ausgewertet und die bisherigen Maßnahmen und Leistungen dargestellt werden, durch die der besonderen Situation der Frauen schon heute Rechnung getragen wird.
",2,woman
87823,1968,"Benda, Parlamentarischer Staatssekretär beim Bundesminister des Innern: Frau Kollegin Meermann, der BAT ist, wie sein Name schon sagt, ein Tarifvertrag.
 Er beruht also auf Abreden der Tarifpartner, und nur auf dieser Ebene könnten gegebenenfalls Änderungen sowohl im Grundsätzlichen als auch etwa bei Einzeleingruppierungen, auf die Sie möglicherweise anspielen wollen, vorgenommen werden.
 Frau Meermann (SPD) : Darf ich fragen, Herr Staatssekretär, ob die Veränderungen, die durch fortschreitende Automation ja auch in den Bundesbehörden Platz greifen werden, auch schon unter dem Gesichtspunkt überprüft worden sind, wie dann weiblichen Angestellten noch Aufstiegsmöglichkeiten vorbehalten bleiben können.
 Benda, Parlamentarischer Staatssekretär beim Bundesminister des Innern: Es gibt natürlich technische Veränderungen, die sich auf die Struktur der •einzelnen Verwaltungen auswirken, auch in bezug auf die von Ihnen gestellte Spezialfrage und diese Überlegungen müssen selbstverständlich angestellt werden und werden auch angestellt.
","Frau Meermann (SPD) :Eine Zusatzfrage zu 2: Herr Staatssekretär, glauben Sie nicht, daß den Frauen in den Bundesbehörden z.
","B. mehr Chancen offenständen, wenn in den Dienstnachrichten der betreffenden Bundesbehörden die freien Stellen oder Aufstiegsstellen ausgeschrieben würden, so daß alle Interessienten rechtzeitig die Möglichkeit hätten, sich zu bewerben, bevor vielleicht schon Vorentscheidungen getroffen werden?
 Benda, Parlamentarischer Staatssekretär beim Bundesminister des Innern: Ich sagte schon, Frau Kollegin Meermann, daß die Stellen besetzt werden nach dem einzigen Gesichtspunkt, wer für diese Stelle am besten geeignet ist.
 Zu diesem Zweck ist eine Ausschreibung hilfreich, auch notwendig und wird auch vorgenommen.
 Wenn sich die Bewerber melden, erfolgt weder eine Benachteiligung noch eine Bevorzugung der weiblichen oder der männlichen Bewerber, sondern es wird allein nach dem hierfür erforderlichen sachlichen Merkmal entschieden.
",2,woman
87565,1967,"Zur Struktur der Arbeitslosigkeit darf ich als Beispiel hier einmal den Arbeitsamtsbezirk Weiden herausgreifen.
 In Weiden gab es am 14.
 4.
 1967   4 784 Arbeitslose,   davon waren 3 229 Männer und   1 555 Frauen.
","Von den Arbeitslosen waren 2 361, nämlich 1 558 Männer, das sind 48 vH, und 803 Frauen, das sind 52 vH, unter 35 Jahre alt und bei diesen sind bei den Männern 485, das sind fast ein Drittel, ungelernte Arbeitskräfte.
","Die gegenüber dem Bundesdurchschnitt von 2,3 vH immer noch erheblich höhere Arbeitslosigkeit ist auf die Wirtschaftsstruktur dieser Gebiete, die einen verhältnismäßig hohen Anteil witterungsabhängiger Arbeitsplätze und relativ wenige industrielle Arbeitsplätze haben, zurückzuführen.
 Ferner wirken sich die Randlage und die Verkehrsferne dieser Gebiete sowie der lange Winter ungünstig aus.
 Vor allem aber ist die gegenwärtige ungünstige Arbeitsmarktlage auf die konjunkturelle Entwicklung zurückzuführen.
 In strukturschwachen Gebieten wirkt sich naturgemäß ein Konjunkturrückgang rascher und stärker aus als in wirtschaftsstarken Gebieten, während konjunkturbelebende Maßnahmen später und zögernder wirksam werden.
",2,woman
88012,1968,"Das ist eigentlich genau das, was insbesondere unsere Jugend gegenüber der Politik so sehr mißtrauisch macht.
 Ich darf Ihnen nur einen Punkt dazu anführen.
 Eben habe ich von den speziellen Schwierigkeiten in der Vermittlung politischer Bildung zur Jugend hin gesprochen.
 Jetzt hole ich Ihnen einen Punkt heraus, der sich auf die politische Bildung der Mädchen und Frauen bezieht.
","Wenn Sie sich an die Ausarbeitung des ersten Berichts zur Frauen-Enquete erinnern, dann wissen Sie, daß dort über das mangelnde politische Interesse der Frauen im allgemeinen geklagt wird.
","Und Sie wissen, wie sich alle Parteien um die Intensivierung der politischen Bildungsarbeit bei den Frauen bemühen, weil man sie für notwendig erachtet.
 Nun, Herr Minister, Sie sind mit einer der heftigsten Verfechter eines Mehrheitswahlrechts.
 In allen Ländern, in denen es dieses Mehrheitswahlrecht und modifizierte Formen davon gibt, finden wir nur 2 bis höchstens 4 % Frauen in den Parlamenten.
 Ich brauche nicht mehr dazu zu sagen.
",0,woman
88597,1967,"B. daß die Arbeitsunfähigkeitsfälle bei den weiblichen Pflichtversicherten geringer sind als die bei den Männern, soweit es sich um Unfälle oder um Krankheiten der Bewegungsorgane und der tieferen Luftwege handelt.
 Andererseits liegen wieder die Krankenhausfälle bei den weiblichen Pflichtversicherten über denen der männlichen.
 Die Zahl der Körperbehinderten ist, wenn man alle Kriegsversehrten mitrechnet, bei den Frauen natürlich geringer als bei den Männern.
 Ich möchte aber .auf ein Problem hinweisen, nämlich das der körperbehinderten Hausfrauen, das bei uns in der Bundesrepublik noch in keiner Weise gelöst ist, und wo man in anderen Ländern, etwa in England oder Skandinavien, sehr viel weiter ist als bei uns.
","Man liest dann u. a., daß nicht exakte Untersuchungen darüber vorliegen, ob es tatsächlich stimmt, daß Frauen das Bücken leichter vertragen als Männer.
","Andererseits wird die doch auch ganz unbewiesene Behauptung aufgestellt, daß Frauen besser geeignet seien für monotone Arbeiten.
 Leider müssen sie sehr oft solche monotone Arbeiten verrichten.
 Bemerkenswert erscheint mir, daß es keinerlei Bestimmungen gibt, die dafür Sorge tragen, daß der Arbeitsplatz nicht nur die Frau ganz allgemein vor Schäden schützt — das gilt natürlich für Mann und Frau —, sondern auch die Arbeit erleichtern.
 Hier sollte man einmal seine Überlegungen ansetzen.
",0,woman
89165,1971,"Dr. Götz: Sehr wahr!)
 Ich glaube, daß muß Ihnen deutlich erklärt werden —, daß es falsch ist, daß wir hier in diesem Hause nicht von den Fragen einer variablen Altersgrenze gesprochen hätten.
 Als wir uns im Jahre 1957 unter der Führung der CDU/CSU mit Ihrer Zustimmung — und dies hat sich als gut und richtig erwiesen — für das vorgezogene Altersruhegeld für Frauen entschieden haben, haben wir die erste   wirklich große Tat für die vielen berufstätigen Frauen gemeinsam getan.
 Wir werden jetzt nur zu überlegen haben, wie es mit der Frage der Beschäftigung, der Frage des 'möglichen Zuverdienstes sein wird.
","Ich halte es für positiv, daß die Regierung an dieser Lösung des vorgezogenen Altersruhegeldes für Frauen festhalten will.
","Wer in diesen Wochen die Diskussion, die besonders in den Frauenverbänden und in der Presse geführt wird, verfolgt, kann 'beruhigt feststellen, daß die veränderte Situation der Frau in der Gesellschaft und auch die veränderte Rolle der Frau im Zusammenhang mit der anders verstandenen Gleichberechtigung besser erkannt und zunehmend neu überdacht wird.
 Aber die Folgerungen, die die Regierung daraus gezogen hat, und die Folgerungen, die sie als Regierungsparteien z.
 B. aus der großen Diskussion über die Frauenenquete und die Sozialenquete und auch über den Rentenbericht — er enthält 150 Punkte —, den sie uns selber vorgelegt hat, gezogen hat, halten wir für nicht ausreichend.
 Ich kann nur hoffen, daß die von der SPD-Fraktion gegebenen Zusagen, nach der Anhöhrung von Sachverständigen im Ausschuß vieles zu verbessern und zu verdeutlichen, zu gemeinsamen besseren Lösungen führen werden.
",0,woman
89336,1972,"Wahlperiode — 197.
 Sitzung.
 Bonn, Mittwoch, den 20. September 1972	11583   Katzer   daß beim Tode des Ehemannes die Rente der Witwe auf 60 °/o gekürzt wird, obwohl ein großer Teil der bisherigen Ausgaben für den gemeinsamen Haushalt weiterläuft.
 Ein Stück Eigenständigkeit wird für die Frauen auch die von uns vorgeschlagene Unfallversicherung für Hausfrauen bieten.
","Hier liegt eine Lücke im System unserer sozialen Sicherung vor, erleiden doch in der Bundesrepublik jährlich rund 15 000 Frauen Unfälle im Haushalt, die zur Dauerinvalidität führen.
","Für erwerbstätige Frauen ergeben sich heute besondere Probleme, wenn ein Kind erkrankt ist.
 Wir haben in einem Gesetzentwurf vorgesehen, daß die berufstätige Mutter, die ein krankes Kind zu Hause pflegt und daher der Arbeit fernbleiben muß, ein Pflegegeld von der Krankenversicherung in Höhe des Krankengeldes erhält.
 Dieser Gesetzentwurf fällt nun der vorzeitigen Auflösung des Bundestages zum Opfer; die CDU/CSU-Bundestagsfraktion wird ihn in der kommenden Legislaturperiode erneut einbringen.
 Eine Bemerkung zur Öffnung der Rentenversicherung für Selbständige!
",0,woman
89344,1972,"—	Sie haben sich erst im Ausschuß für die freiwillige Versicherung entschieden, und jetzt im Plenum stellen Sie wieder den Antrag, Pflichtversicherung auf Antrag einzuführen.
 Damit wählen Sie einen doppelgleisigen Weg — aus Prestigegründen.
 Denn, meine Damen und Herren, ganz wenige Selbständige werden bei Beginn ihres Berufslebens eine unwiderrufliche Pflichtversicherung wählen, wenn sie die Möglichkeit der freiwilligen Versicherung haben, die wir ihnen schaffen wollen.
 Tatsache 4!
","Herr Kollege Katzer hat beredte Worte über die soziale Sicherung der Frauen gesprochen.
","Aber Tatsache ist, daß der Gesetzentwurf, den die CDU/CSU vorgelegt hat, die Hausfrauen von der Möglichkeit, Mitglied der gesetzlichen Rentenversicherung zu werden, ausdrücklich ausschließt.
 Meine Damen und Herren von der CDU/ CSU, ich muß Ihnen den Vorwurf machen, daß Sie sich bis jetzt — auch in dem Änderungsantrag — gegen die Gleichberechtigung der Frauen in der gesetzlichen Rentenversicherung wehren.
 (Widerspruch bei der CDU/CSU.)
 —	Sie wollen nämlich den nicht erwerbstätigen Hausfrauen Zeiten der Mutterschaft, Zeiten der Krankheit, Zeiten der Ausbildung nicht gewähren und machen damit die Versicherung dieser Hausfrauen zu einer Versicherung minderen Rechts — ungeachtet der schönen Worte, die Herr Katzer hier gesagt hat.
",0,woman
89417,1972,"Meine Fraktion bedauert aber sehr, daß durch den Mehrheitsbeschluß von gestern den Hausfrauen keine Mutterschafts-, Krankheits- und Ausbildungszeiten angerechnet werden.
 (Abg.
 Katzer: Nach Arendt sind das alles   Kleinigkeiten, Details!)
 Die Rentenreform sollte nach dem Willen der sozialliberalen Koalition für die Mütter, die durch Erziehung von Kindern hinsichtlich ihrer Rentenansprüche erheblich benachteiligt werden, größere soziale Gerechtigkeit verwirklichen.
","Die Koalitionsparteien hatten beantragt, allen versicherten Frauen für jedes Kind ein zusätzliches Versicherungsjahr, das sogenannte Baby-Jahr, zu gewähren.
","Sie von der CDU/CSU haben das mit einer Stimme Mehrheit abgelehnt.
 Die CDU/CSU hat damit eine schwere politische Schuld gegenüber den Müttern auf sich geladen.
 (Beifall bei den Regierungsparteien.
 —   Zurufe von der CDU/CSU.)
",0,woman
89406,1972,"Dadurch soll Ihnen, meine Damen und Herren von der SPD-FDP-Koalition, die Möglichkeit gegeben werden, unserem Gesetzentwurf zuzustimmen.
 Wir haben jedoch die Zukunftsregelung im Entschließungsantrag der CDU/CSU-Fraktion angesprochen und werden einen Bericht über die gesammelten Erfahrungen abwarten.
 Nach dem vorliegenden Gesetzentwurf der Bundesregierung dagegen werden die Renten jener Kleinstrentner, die 35 Versicherungsjahre nachweisen, auf nur 70 % angehoben.
 Diese Regelung geht am Anliegen und am Problem vorbei, weil die meisten Kleinrentner wegen Nichterfüllung der Voraussetzung der 35 Jahre von der Vergünstigung ausgeschlossen werden.
","Vor allem die Frauen können diese Voraussetzung nicht erfüllen.
","(Abg.
 Katzer: Leider wahr!)
 Die SPD rühmt sich immer, sich für die Frauen einzusetzen.
 Es ist unverständlich, daß man dann so harte Grenzen setzt, die die Frauen einfach nicht erfüllen können.
",0,woman
